item_id,order_id,item_name,quantity,order_date,order_time,unit_price,Total_price,item_size,item_category,item_ingredients
214,13045,Sprite,4,2023-08-08,18:27:00,5.71,22.84,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
215,83522,McFlurry,1,2023-10-28,16:08:00,4.23,4.23,Large,Burger,"Ice Cream, Candy"
216,85253,Quarter Pounder,5,2023-02-04,14:09:00,6.36,31.8,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
217,77368,Sundae,3,2023-10-25,18:13:00,6.43,19.29,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
218,44715,Smoothie,5,2023-03-04,11:55:00,6.76,33.8,Large,Burger,"Fruit Puree, Yogurt, Ice"
219,18394,Big Mac,5,2023-05-06,15:29:00,4.93,24.65,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
220,74467,McChicken,2,2023-01-04,06:45:00,6.14,12.28,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
221,60972,Egg McMuffin,4,2023-08-17,16:00:00,5.61,22.44,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
222,71388,French Fries,4,2023-10-11,12:05:00,4.96,19.84,Medium,Burger,"Potatoes, Salt"
223,43425,Sprite,2,2023-01-20,21:30:00,5.89,11.78,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
224,31309,French Fries,3,2023-12-01,07:20:00,5.39,16.17,Large,Burger,"Potatoes, Salt"
225,87234,McChicken,2,2023-11-18,16:00:00,5.62,11.24,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
226,32808,Apple Pie,1,2023-11-11,13:40:00,4.63,4.63,Medium,Burger,"Apple, Sugar, Pastry"
227,38783,Iced Coffee,1,2023-07-24,16:14:00,5.87,5.87,Small,Burger,"Coffee, Ice, Sugar, Cream"
228,75316,Sprite,1,2023-01-03,09:30:00,6.53,6.53,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
229,86848,Quarter Pounder,1,2023-01-18,16:42:00,4.12,4.12,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
230,43709,Filet-O-Fish,4,2023-10-08,15:28:00,6.59,26.36,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
231,28835,Quarter Pounder,4,2023-08-10,23:15:00,6.9,27.6,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
232,19845,Iced Coffee,5,2023-09-20,09:02:00,4.41,22.05,Medium,Burger,"Coffee, Ice, Sugar, Cream"
233,4614,McFlurry,1,2023-11-25,12:56:00,4.79,4.79,Medium,Burger,"Ice Cream, Candy"
234,32676,Filet-O-Fish,2,2023-08-06,10:09:00,6.04,12.08,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
235,4372,French Fries,2,2023-09-07,20:05:00,4.94,9.88,Small,Burger,"Potatoes, Salt"
236,99805,Apple Pie,2,2023-09-30,12:34:00,6.41,12.82,Small,Burger,"Apple, Sugar, Pastry"
237,67408,Smoothie,4,2023-07-12,22:48:00,6.03,24.12,Medium,Burger,"Fruit Puree, Yogurt, Ice"
238,18919,Filet-O-Fish,1,2023-04-30,23:05:00,6.51,6.51,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
239,5822,Apple Pie,4,2023-05-08,14:58:00,5.96,23.84,Medium,Burger,"Apple, Sugar, Pastry"
240,23197,Sundae,4,2023-09-03,23:10:00,4.99,19.96,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
241,18910,Sprite,4,2023-10-17,13:17:00,5.4,21.6,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
242,80749,Quarter Pounder,5,2023-10-16,17:59:00,6.41,32.05,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
243,18228,Iced Coffee,2,2023-07-10,19:22:00,4.68,9.36,Large,Burger,"Coffee, Ice, Sugar, Cream"
244,67029,Quarter Pounder,5,2023-09-13,11:52:00,4.05,20.25,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
245,75888,Coca Cola,2,2023-10-18,23:16:00,5.29,10.58,Small,Burger,"Carbonated Water, Sugar, Flavorings"
246,15660,McFlurry,4,2023-01-11,08:17:00,5.66,22.64,Medium,Burger,"Ice Cream, Candy"
247,14956,Chicken Nuggets,3,2023-03-10,06:56:00,5.24,15.72,Small,Chicken,"Chicken, Breadcrumbs, Spices"
248,17082,Cheeseburger,1,2023-02-27,13:34:00,5.71,5.71,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
249,93567,French Fries,3,2023-11-03,13:45:00,4.47,13.41,Large,Burger,"Potatoes, Salt"
250,68246,Egg McMuffin,4,2023-05-31,16:35:00,6.55,26.2,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
251,39270,McChicken,1,2023-06-06,08:37:00,5.56,5.56,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
252,89585,Sundae,3,2023-03-31,20:11:00,6.53,19.59,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
253,31940,Filet-O-Fish,4,2023-03-29,14:03:00,7.08,28.32,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
254,43984,Sundae,2,2023-09-06,20:12:00,6.94,13.88,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
255,62615,Egg McMuffin,4,2023-07-28,21:13:00,6.27,25.08,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
256,13393,Chicken Nuggets,5,2023-07-14,12:35:00,6.28,31.4,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
257,21959,Apple Pie,5,2023-02-10,10:32:00,5.98,29.9,Large,Burger,"Apple, Sugar, Pastry"
258,23778,Iced Coffee,1,2023-04-02,08:25:00,6.07,6.07,Large,Burger,"Coffee, Ice, Sugar, Cream"
259,51162,French Fries,5,2023-12-04,20:46:00,4.97,24.85,Medium,Burger,"Potatoes, Salt"
260,20053,Filet-O-Fish,4,2023-11-10,16:41:00,6.47,25.88,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
261,84348,Filet-O-Fish,4,2023-05-18,17:40:00,5.78,23.12,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
262,28329,French Fries,5,2023-07-01,20:57:00,5.99,29.95,Large,Burger,"Potatoes, Salt"
263,4504,McChicken,5,2023-01-19,12:42:00,5.52,27.6,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
264,39284,Sundae,1,2023-09-07,19:56:00,6.17,6.17,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
265,3476,Filet-O-Fish,1,2023-04-03,06:54:00,6.95,6.95,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
266,95608,Chicken Nuggets,1,2023-04-05,12:23:00,5.22,5.22,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
267,81903,Smoothie,5,2023-05-14,21:35:00,4.29,21.45,Small,Burger,"Fruit Puree, Yogurt, Ice"
268,35304,Iced Coffee,2,2023-06-26,17:27:00,4.11,8.22,Large,Burger,"Coffee, Ice, Sugar, Cream"
269,76869,Cheeseburger,2,2023-02-28,07:53:00,6.41,12.82,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
270,69343,Quarter Pounder,5,2023-05-09,18:56:00,5.6,28.0,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
271,17398,Egg McMuffin,5,2023-12-14,14:50:00,4.26,21.3,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
272,19344,Cheeseburger,3,2023-03-26,06:00:00,4.55,13.65,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
273,35876,Sundae,3,2023-04-02,07:28:00,6.16,18.48,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
274,30143,Smoothie,1,2023-05-31,10:17:00,4.04,4.04,Large,Burger,"Fruit Puree, Yogurt, Ice"
275,90189,Apple Pie,3,2023-11-19,17:54:00,5.71,17.13,Small,Burger,"Apple, Sugar, Pastry"
276,85717,Apple Pie,5,2023-04-06,07:24:00,4.07,20.35,Medium,Burger,"Apple, Sugar, Pastry"
277,35677,Chicken Nuggets,2,2023-11-14,21:57:00,5.75,11.5,Large,Chicken,"Chicken, Breadcrumbs, Spices"
278,50417,Filet-O-Fish,2,2023-05-18,15:03:00,5.74,11.48,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
279,4607,Egg McMuffin,3,2023-06-22,19:51:00,6.28,18.84,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
280,48133,McChicken,5,2023-07-08,22:43:00,5.02,25.1,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
281,20099,Smoothie,4,2023-04-22,06:24:00,5.66,22.64,Medium,Burger,"Fruit Puree, Yogurt, Ice"
282,29428,Big Mac,3,2023-06-19,15:38:00,4.18,12.54,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
283,42968,Sundae,1,2023-11-18,17:38:00,5.62,5.62,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
284,22928,French Fries,3,2023-05-23,07:22:00,4.17,12.51,Medium,Burger,"Potatoes, Salt"
285,70620,Quarter Pounder,2,2023-05-05,20:37:00,6.89,13.78,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
286,22640,Quarter Pounder,3,2023-02-24,16:22:00,5.26,15.78,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
287,7389,McChicken,4,2023-04-03,20:13:00,5.63,22.52,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
288,68676,Coca Cola,4,2023-04-02,14:23:00,5.42,21.68,Large,Burger,"Carbonated Water, Sugar, Flavorings"
289,26712,Cheeseburger,3,2023-09-11,17:47:00,6.09,18.27,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
290,36534,Filet-O-Fish,1,2023-08-08,17:03:00,7.26,7.26,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
291,70051,Smoothie,4,2023-11-08,09:30:00,5.02,20.08,Small,Burger,"Fruit Puree, Yogurt, Ice"
292,33696,Cheeseburger,1,2023-02-15,08:27:00,5.66,5.66,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
293,84589,Smoothie,2,2023-08-29,11:00:00,5.75,11.5,Small,Burger,"Fruit Puree, Yogurt, Ice"
294,94228,McFlurry,5,2023-11-08,18:37:00,6.83,34.15,Small,Burger,"Ice Cream, Candy"
295,43734,Big Mac,2,2023-10-23,22:15:00,4.39,8.78,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
296,74976,Filet-O-Fish,2,2023-04-07,15:34:00,7.39,14.78,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
297,63170,French Fries,2,2023-12-29,13:12:00,5.99,11.98,Medium,Burger,"Potatoes, Salt"
298,45680,Quarter Pounder,1,2023-04-02,13:54:00,5.97,5.97,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
299,72776,Smoothie,1,2023-03-10,13:39:00,6.47,6.47,Large,Burger,"Fruit Puree, Yogurt, Ice"
300,33215,Cheeseburger,3,2023-12-06,08:34:00,5.61,16.83,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
301,22759,McChicken,2,2023-11-15,06:56:00,5.76,11.52,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
302,30042,Smoothie,4,2023-03-20,21:21:00,6.68,26.72,Large,Burger,"Fruit Puree, Yogurt, Ice"
303,34170,Smoothie,2,2023-11-02,18:18:00,4.6,9.2,Medium,Burger,"Fruit Puree, Yogurt, Ice"
304,48515,Sprite,1,2023-06-20,13:45:00,4.12,4.12,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
305,36811,Sundae,3,2023-07-24,12:32:00,6.38,19.14,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
306,34235,Big Mac,2,2023-04-01,23:03:00,6.73,13.46,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
307,92913,Big Mac,1,2023-10-23,21:52:00,5.18,5.18,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
308,57857,Apple Pie,1,2023-08-20,14:53:00,6.51,6.51,Small,Burger,"Apple, Sugar, Pastry"
309,94671,Sundae,5,2023-04-27,14:27:00,4.66,23.3,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
310,86873,Iced Coffee,2,2023-06-30,15:08:00,6.36,12.72,Medium,Burger,"Coffee, Ice, Sugar, Cream"
311,43510,McFlurry,4,2023-07-20,06:36:00,6.05,24.2,Small,Burger,"Ice Cream, Candy"
312,12572,Big Mac,3,2023-07-05,09:34:00,4.14,12.42,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
313,20176,Cheeseburger,4,2023-06-24,14:15:00,6.9,27.6,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
314,3345,Big Mac,4,2023-05-13,16:17:00,5.9,23.6,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
315,95958,Smoothie,4,2023-03-05,16:37:00,4.01,16.04,Small,Burger,"Fruit Puree, Yogurt, Ice"
316,61670,McChicken,3,2023-03-15,18:39:00,5.51,16.53,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
317,74362,Chicken Nuggets,2,2023-09-09,11:27:00,5.1,10.2,Small,Chicken,"Chicken, Breadcrumbs, Spices"
318,12756,Coca Cola,5,2023-07-09,10:40:00,4.55,22.75,Small,Burger,"Carbonated Water, Sugar, Flavorings"
319,87470,Coca Cola,5,2023-10-18,08:57:00,5.82,29.1,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
320,14656,Quarter Pounder,2,2023-07-31,07:59:00,6.02,12.04,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
321,23272,Egg McMuffin,2,2023-05-19,13:19:00,6.65,13.3,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
322,85959,Coca Cola,4,2023-07-04,17:19:00,4.38,17.52,Small,Burger,"Carbonated Water, Sugar, Flavorings"
323,68180,French Fries,5,2023-05-24,08:09:00,6.28,31.4,Small,Burger,"Potatoes, Salt"
324,3427,Sprite,3,2023-10-28,12:26:00,5.49,16.47,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
325,80274,Quarter Pounder,5,2023-01-27,13:47:00,5.81,29.05,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
326,8831,Smoothie,2,2023-12-28,15:17:00,4.85,9.7,Small,Burger,"Fruit Puree, Yogurt, Ice"
327,79473,Quarter Pounder,3,2023-04-22,13:23:00,5.74,17.22,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
328,32156,Cheeseburger,1,2023-07-14,19:26:00,4.16,4.16,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
329,52196,Apple Pie,4,2023-05-25,22:42:00,6.65,26.6,Large,Burger,"Apple, Sugar, Pastry"
330,48191,Apple Pie,1,2023-11-29,21:57:00,5.57,5.57,Small,Burger,"Apple, Sugar, Pastry"
331,72239,Apple Pie,4,2023-08-01,15:47:00,6.53,26.12,Small,Burger,"Apple, Sugar, Pastry"
332,61379,Apple Pie,5,2023-11-09,07:46:00,6.21,31.05,Medium,Burger,"Apple, Sugar, Pastry"
333,80369,Iced Coffee,5,2023-09-23,22:22:00,6.65,33.25,Large,Burger,"Coffee, Ice, Sugar, Cream"
334,58373,McChicken,2,2023-08-19,09:06:00,5.1,10.2,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
335,76191,Big Mac,1,2023-03-13,18:59:00,4.93,4.93,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
336,52443,Sprite,5,2023-02-20,10:54:00,4.36,21.8,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
337,18150,Iced Coffee,3,2023-01-18,06:38:00,5.13,15.39,Small,Burger,"Coffee, Ice, Sugar, Cream"
338,13182,Smoothie,4,2023-09-29,09:32:00,6.02,24.08,Large,Burger,"Fruit Puree, Yogurt, Ice"
339,3379,Quarter Pounder,5,2023-04-18,21:19:00,4.52,22.6,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
340,10697,Sprite,4,2023-03-26,06:32:00,6.39,25.56,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
341,41693,Iced Coffee,3,2023-03-22,11:34:00,6.68,20.04,Small,Burger,"Coffee, Ice, Sugar, Cream"
342,32999,McFlurry,4,2023-12-02,07:26:00,6.01,24.04,Medium,Burger,"Ice Cream, Candy"
343,83264,Smoothie,3,2023-06-07,18:53:00,5.74,17.22,Medium,Burger,"Fruit Puree, Yogurt, Ice"
344,77152,Apple Pie,4,2023-02-25,06:05:00,5.68,22.72,Large,Burger,"Apple, Sugar, Pastry"
345,17631,Sundae,2,2023-07-26,10:55:00,4.0,8.0,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
346,65071,Chicken Nuggets,2,2023-10-28,16:22:00,5.53,11.06,Small,Chicken,"Chicken, Breadcrumbs, Spices"
347,76408,Sundae,5,2023-11-06,22:11:00,5.11,25.55,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
348,99486,Coca Cola,3,2023-12-23,13:17:00,4.94,14.82,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
349,56444,Coca Cola,4,2023-10-27,16:15:00,6.55,26.2,Large,Burger,"Carbonated Water, Sugar, Flavorings"
350,92703,Cheeseburger,5,2023-10-29,23:42:00,4.97,24.85,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
351,20786,Filet-O-Fish,3,2023-06-05,14:20:00,5.92,17.76,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
352,95263,Smoothie,3,2023-12-12,07:54:00,6.18,18.54,Small,Burger,"Fruit Puree, Yogurt, Ice"
353,43245,Quarter Pounder,4,2023-03-03,08:43:00,5.37,21.48,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
354,59573,Apple Pie,4,2023-02-16,10:32:00,5.49,21.96,Large,Burger,"Apple, Sugar, Pastry"
355,41660,Apple Pie,2,2023-10-18,11:11:00,5.72,11.44,Large,Burger,"Apple, Sugar, Pastry"
356,99546,Sprite,2,2023-01-09,13:45:00,4.73,9.46,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
357,12612,Cheeseburger,3,2023-04-06,11:52:00,4.74,14.22,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
358,54903,Cheeseburger,2,2023-01-07,16:59:00,6.97,13.94,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
359,69882,Big Mac,4,2023-12-30,19:48:00,5.32,21.28,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
360,38076,Sundae,5,2023-06-23,19:28:00,5.42,27.1,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
361,69337,Chicken Nuggets,2,2023-10-31,08:43:00,5.26,10.52,Large,Chicken,"Chicken, Breadcrumbs, Spices"
362,74523,McFlurry,5,2023-03-06,06:04:00,6.08,30.4,Large,Burger,"Ice Cream, Candy"
363,29287,Smoothie,3,2023-08-19,19:27:00,6.34,19.02,Medium,Burger,"Fruit Puree, Yogurt, Ice"
364,93664,Quarter Pounder,2,2023-02-25,15:23:00,5.66,11.32,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
365,92408,Apple Pie,4,2023-02-10,22:56:00,4.9,19.6,Medium,Burger,"Apple, Sugar, Pastry"
366,37176,McChicken,3,2023-02-15,18:52:00,6.35,19.05,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
367,46207,Cheeseburger,2,2023-12-19,16:57:00,5.37,10.74,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
368,36158,Smoothie,4,2023-02-09,23:26:00,6.51,26.04,Small,Burger,"Fruit Puree, Yogurt, Ice"
369,62009,Coca Cola,1,2023-02-24,15:15:00,6.27,6.27,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
370,38090,McChicken,2,2023-12-14,14:22:00,5.37,10.74,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
371,25819,Chicken Nuggets,1,2023-06-26,17:44:00,5.36,5.36,Large,Chicken,"Chicken, Breadcrumbs, Spices"
372,50240,Apple Pie,1,2023-06-17,12:45:00,5.65,5.65,Small,Burger,"Apple, Sugar, Pastry"
373,41440,Apple Pie,4,2023-03-01,17:36:00,6.01,24.04,Large,Burger,"Apple, Sugar, Pastry"
374,68434,McChicken,2,2023-04-23,17:12:00,5.11,10.22,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
375,6417,Sprite,2,2023-07-23,22:03:00,6.08,12.16,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
376,15074,Filet-O-Fish,1,2023-03-21,22:05:00,7.7,7.7,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
377,28750,McFlurry,4,2023-07-08,16:57:00,6.89,27.56,Large,Burger,"Ice Cream, Candy"
378,21547,Coca Cola,4,2023-02-02,19:46:00,6.57,26.28,Small,Burger,"Carbonated Water, Sugar, Flavorings"
379,60998,Quarter Pounder,5,2023-03-17,12:22:00,5.34,26.7,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
380,7211,Sprite,3,2023-10-10,06:59:00,4.77,14.31,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
381,6468,Coca Cola,1,2023-06-15,09:22:00,5.12,5.12,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
382,2495,Cheeseburger,2,2023-11-19,13:38:00,5.88,11.76,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
383,82918,Smoothie,5,2023-03-01,20:39:00,5.6,28.0,Medium,Burger,"Fruit Puree, Yogurt, Ice"
384,64154,Sprite,1,2023-12-21,20:38:00,4.9,4.9,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
385,74732,Quarter Pounder,5,2023-10-13,16:29:00,5.68,28.4,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
386,31855,Sprite,4,2023-08-31,08:19:00,6.81,27.24,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
387,37921,Filet-O-Fish,3,2023-03-24,06:05:00,5.74,17.22,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
388,45595,Apple Pie,1,2023-07-26,08:40:00,6.48,6.48,Large,Burger,"Apple, Sugar, Pastry"
389,19322,McChicken,3,2023-09-06,19:34:00,6.47,19.41,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
390,93481,Smoothie,2,2023-04-01,13:40:00,6.42,12.84,Small,Burger,"Fruit Puree, Yogurt, Ice"
391,73324,McChicken,4,2023-01-12,23:18:00,5.2,20.8,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
392,83913,Apple Pie,5,2023-05-12,15:55:00,5.92,29.6,Medium,Burger,"Apple, Sugar, Pastry"
393,3768,McFlurry,5,2023-11-08,23:15:00,5.24,26.2,Small,Burger,"Ice Cream, Candy"
394,24854,Cheeseburger,5,2023-05-24,12:37:00,6.62,33.1,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
395,7753,McFlurry,5,2023-09-04,17:29:00,6.64,33.2,Large,Burger,"Ice Cream, Candy"
396,68212,Sprite,4,2023-12-04,14:07:00,5.26,21.04,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
397,50091,Iced Coffee,2,2023-04-17,19:52:00,5.09,10.18,Small,Burger,"Coffee, Ice, Sugar, Cream"
398,19457,Smoothie,3,2023-11-06,19:11:00,4.18,12.54,Small,Burger,"Fruit Puree, Yogurt, Ice"
399,75572,Coca Cola,3,2023-04-30,10:11:00,5.1,15.3,Small,Burger,"Carbonated Water, Sugar, Flavorings"
400,97972,Egg McMuffin,5,2023-10-07,11:24:00,6.09,30.45,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
401,2631,Iced Coffee,3,2023-07-23,12:34:00,6.06,18.18,Large,Burger,"Coffee, Ice, Sugar, Cream"
402,96239,McChicken,5,2023-09-25,16:04:00,6.11,30.55,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
403,3700,Quarter Pounder,5,2023-11-08,06:22:00,6.81,34.05,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
404,34779,Smoothie,3,2023-04-14,19:31:00,4.99,14.97,Small,Burger,"Fruit Puree, Yogurt, Ice"
405,90852,McFlurry,5,2023-09-27,20:20:00,5.22,26.1,Large,Burger,"Ice Cream, Candy"
406,44717,McFlurry,2,2023-04-09,19:58:00,4.63,9.26,Medium,Burger,"Ice Cream, Candy"
407,66032,Sprite,1,2023-09-08,10:56:00,4.61,4.61,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
408,23361,McFlurry,3,2023-04-25,07:13:00,5.61,16.83,Large,Burger,"Ice Cream, Candy"
409,92151,Apple Pie,3,2023-03-17,06:07:00,6.89,20.67,Large,Burger,"Apple, Sugar, Pastry"
410,60178,Iced Coffee,3,2023-06-08,19:13:00,6.65,19.95,Small,Burger,"Coffee, Ice, Sugar, Cream"
411,47162,Big Mac,4,2023-12-01,13:38:00,5.57,22.28,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
412,92393,Iced Coffee,4,2023-06-26,22:15:00,6.56,26.24,Small,Burger,"Coffee, Ice, Sugar, Cream"
413,45431,McFlurry,5,2023-08-27,23:39:00,6.19,30.95,Small,Burger,"Ice Cream, Candy"
414,96721,Apple Pie,5,2023-12-08,19:27:00,6.02,30.1,Large,Burger,"Apple, Sugar, Pastry"
415,16175,Apple Pie,1,2023-10-18,10:12:00,4.15,4.15,Medium,Burger,"Apple, Sugar, Pastry"
416,8728,Iced Coffee,1,2023-08-11,21:00:00,5.87,5.87,Medium,Burger,"Coffee, Ice, Sugar, Cream"
417,80639,Filet-O-Fish,2,2023-02-11,22:07:00,7.41,14.82,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
418,22604,Sprite,5,2023-02-27,13:49:00,4.44,22.2,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
419,22963,Iced Coffee,4,2023-02-27,22:29:00,5.55,22.2,Small,Burger,"Coffee, Ice, Sugar, Cream"
420,12552,Filet-O-Fish,4,2023-06-26,12:32:00,7.0,28.0,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
421,79846,Smoothie,2,2023-04-18,23:47:00,4.0,8.0,Small,Burger,"Fruit Puree, Yogurt, Ice"
422,76082,Smoothie,1,2023-10-21,21:51:00,5.59,5.59,Medium,Burger,"Fruit Puree, Yogurt, Ice"
423,90140,Iced Coffee,3,2023-05-23,11:33:00,5.12,15.36,Medium,Burger,"Coffee, Ice, Sugar, Cream"
424,80241,Big Mac,1,2023-08-19,17:20:00,4.17,4.17,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
425,77096,Egg McMuffin,3,2023-12-01,08:41:00,6.69,20.07,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
426,43953,Big Mac,1,2023-03-15,11:32:00,5.75,5.75,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
427,78514,McFlurry,1,2023-06-17,14:04:00,5.75,5.75,Small,Burger,"Ice Cream, Candy"
428,8918,Quarter Pounder,4,2023-11-19,17:02:00,4.83,19.32,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
